idx,pred,ref,prompt_tokens,gen_tokens,latency_sec,tok_per_sec,P,R,F1
53,"При рассмотрении жалобы налогоплаталя, служба поддержки клиентов использует алгоритм для определения того, следует ли удовлетворить требование. Если это так, система обновляет статус требования и уведомляет соответствующие стороны о решении.","При удовлетворении жалобы налоговый орган отменяет или изменяет оспариваемое решение, а также принимает меры к восстановлению нарушенных прав налогоплательщика.",36,61,66.79876196803525,0.913190577232403,0.7200321,0.75322974,0.7362569
54,"Налоговый резидентом Республики Казахзастан признается физическое лицо, имеющее постоянное место жительства или проживающий в Республике Казахстан не менее 183 дней в течение налогового года. Наличие постоянного места жительства определяется на основе фактического проживания и других признаков. Физические лица, не являющиеся налоговыми резидентами Республики Казахстан, подлежат уплате налога по доходам, полученным от источников в Республике Казахстан, если они имеют постоянное место жительства или пребывают в Республике Казахстан не менее 183 дней. Налоговые резиденты Республики Казахстан должны декларировать все свои доходы и уплачивать налоги на доходы в соответствии с законодательством страны. Налоговыми резидентами Республики Казахстан признаются также лица, проживающие за пределами Республики Казахстан не менее 183 дней в течение налогового года, но имеющие постоянное место жительства или пребывая в Республике Казахстан не менее 183 дней. Налоговые резиденты Республики Казахстан должны декларировать все свои доходы и уплачивать налоги на доходы в соответствии с законодательством страны. В случае если налоговый резидент Республики Казахстан пребывает за пределами Республики Казахстан более 183 дней, то он подлежит уплате налога по доходам, полученным от источников в Республике Казахстан, независимо от того, находится ли он на постоянном месте жительства или проживает за пределами Республики Казахстан. Налоговые резиденты Республики Казахстан должны декларировать все свои доходы и уплачивать налоги на доходы в соответствии с законодательством страны. Если налоговый резидент Республики Казахстан имеет постоянное место жительства или проживает за пределами Республики Казахстан более 183 дней, но не является физическим лицом, имеющим постоянное место жительства или пребывающим в Республике Казахстан не менее 183 дней, то он не подлежит уплате налога по доходам, полученным от источников в Республике Казахстан. Налоговые резиденты Республики Казахстан должны декларировать все свои доходы и уплачив","Налоговым резидентом признается лицо, постоянно проживающее в Казахстане или находящееся на территории страны 183 календарных дня и более в течение 12 месяцев.",33,512,489.9191259741783,1.045070447049633,0.59814703,0.7305627,0.6577568
55,"Трансфертное ценообразование — это метод ценообразования, который используется в электроэнергетике для определения стоимости передачи электроэнергии по линиям электропередач. В этом методе цена продажи электроэнергии определяется исходя из расстояния между генератором и потребителем, а также мощности, необходимой для транспортировки энергии. Цена трансфертного ценообразования рассчитывается на основе стоимости строительства и эксплуатации линий электропередачи, а также стоимости производства и распределения электроэнергии. Это метод ценообразления, который часто используется в системах с высокой пропускной способностью, таких как национальные энергетические рынки, где стоимость передачи может быть значительной частью общей стоимости производства электроэнергии. Цена трансфертного ценообразования может меняться в зависимости от спроса и предложения на рынке, а также других факторов, таких как погодные условия и состояние инфраструктуры передачи. В целом, цель цены трансфертного ценообразования — гарантировать, что стоимость передачи электроэнергии включена в общую цену продажи энергии, а также способствовать эффективному распределению ресурсов и устойчивому развитию сети.","Трансфертное ценообразование — это механизм установления цен в сделках между взаимосвязанными лицами, подлежащий контролю для предотвращения ухода от налогообложения.",31,320,307.5968657350168,1.0403226939108934,0.64209014,0.7210107,0.6792658
56,"За нарушения налоговых правил, налоговый агент может столкнуться с различными последствиями, включая штрафы, понижение в должности или увольнение из государственного органа. В случае серьезных правонарушений они также могут подвергаться уголовным обвинениям и тюремному заключению. Крайне важно для налоговых агентов соблюдать все правила и положения, чтобы избежать этих санкций. Если вы не уверены в том, как действовать в определенной ситуации, лучше всего проконсультироваться со своим руководителем или юристом, специализирующимся на налоговом праве. Они могут предоставить руководство и рекомендации, которые помогут вам избежать любых потенциальных проблем с законом.",Налоговому агенту могут быть начислены штрафы за несвоевременное удержание или перечисление налогов в бюджет.,39,175,178.0457427157089,0.9828934819263152,0.6214206,0.70659864,0.661278
57,"Приостановление операций по счетам налогоплайтеля — это меры, применяемые к физическим и юридическим лицам, не выполняющим свои обязательства по уплате налогов. Приостановление вводится в соответствии с частью 2 статьи 39 Налогового кодекса Республики Казахстан. Срок действия приостановления зависит от различных факторов, таких как сумма задолженности, тяжесть правонарушения и другие критерии.","Приостановление операций — это мера налогового контроля, ограничивающая расходные операции по банковским счетам налогоплательщика до исполнения им налоговых обязательств.",39,109,114.50178403221072,0.9519502331014948,0.70346797,0.7590389,0.73019767
58,"Право на налоговую тайну охватывает все виды финансовой и деловой информации, включая банковские операции, операции с ценными бумагами и другие аналогичные данные. Оно является важным аспектом прав человека и экономического развития, поскольку позволяет людям и организациям принимать обоснованные решения о своем финансовом будущем без страха перед государственным вмешательством или преследованием. Налоговую тайну обеспечивает конфиденциальность и безопасность финансовых данных, что способствует доверию между правительствами, гражданами и предприятиями. Это также позволяет странам привлекать инвестиции, поскольку инвесторы чувствуют себя более комфортно в том, чтобы раскрыть свои личные и деловые данные. В целом, право на налоговую тайну является важнейшим компонентом функционирующего демократического общества и способствует экономическому росту и стабильности. Однако важно отметить, что не все страны обеспечивают такое же уровень прав на налоговую тайну, и некоторые могут иметь более строгие требования к раскрытию информации для целей налогообложения или финансового мониторинга. В некоторых случаях правительства могут иметь законные основания для доступа к финансовой информации в соответствии с международными соглашениями или законами о борьбе с отмыванием денег, терроризмом и другими уголовными преступлениями. Но даже в этих случаях все равно существует необходимость найти баланс между правом на налоговую тайну и потребностями государства в информированном принятии решений. В конечном счете, право на налоговую тайну является основополагающим аспектом личной свободы и экономического прогресса, но оно должно быть реализовано таким образом, чтобы обеспечить прозрачность и подотчетность в рамках закона. Это включает в себя принятие эффективных законов о налоговой тайне, которые ограничивают доступ к финансовой информации только для законных целей, а также обеспечение того, чтобы такие законы были соблюдены соответствующими государственными органами и судебной системой. Также важно, чтобы граждане и предприятия были осведомлены о своих правах и обязанностях в отношении налог","Право на налоговую тайну предполагает защиту сведений о налогоплательщике, доступ к которым ограничен законодательством.",33,512,525.7563324416988,0.9738351559593926,0.5912522,0.72413534,0.6509818
59,"Принцип справедливости налогооблежащих означает, что налогоплатьщики должны платить налоги только в том случае, если они имеют возможность их платить. Следовательно, неспособность платить налоги может быть обоснованной причиной для отказа от уплаты налогов. Если у человека нет дохода или он не имеет финансовых ресурсов для оплаты налога, то это оправданная причина для того, чтобы не платить налог.",Принцип справедливости означает равенство налогоплательщиков перед законом и запрет предоставления индивидуальных налоговых льгот.,35,107,108.80673077702522,0.9833950458384076,0.7050784,0.77319515,0.73756737
60,"Если вы не платите налоги полностью, IRS может взыскать штраф и проценты. Кроме того, IRS имеет право приостановить любые возвраты или кредиты по налогам. Неплательщиков налогов также могут преследовать за неплатежи в соответствии с законом, что может привести к судебному иску и тюремному заключению. Важно выплачивить все налоги вовремя, чтобы избежать этих последствий. Если вы не можете платить свои налоги полностью, вы должны связаться с IRS для обсуждения вариантов уплаты по долгу или уплаты в installments. В некоторых случаях может быть возможна отсрочка платежа. Однако, важно отметить, что неплатежи налогов являются серьезным преступлением и могут иметь долгосрочные последствия для вашего финансового и юридического положения. Всегда лучше поговорить с IRS о любых проблемах по уплате налогов, а не игнорировировать их и рисковать дальнейшими проблемами. Если у вас есть вопросы или опасения по поводу вашей налоговой ситуации, рекомендуется обратиться за помощью к профессиональному налоговому консультанту. Они могут помочь вам понять ваши права и обязанности в отношении уплаты налогов и обеспечить то, что вы соблюдаете все соответствующие законы и правила. Кроме того, они могут помочь вам найти варианты уплаты по долгу или уплаты в installments, которые лучше всего подходят для вашей ситуации. В конечном итоге, важно всегда выплачивать налоги вовремя, чтобы избежать любых потенциальных последствий за неплатежи налогов. Если вы не можете этого сделать, обратитесь за профессиональной помощью, чтобы убедиться, что вы соответствуете всем требованиям и сохраняете свои права в соответствии с законом.","При неполной уплате налога образуется задолженность, на которую начисляется пеня. При длительной неоплате налоговый орган вправе инициировать принудительное взыскание задолженности через суд или иные меры обеспечения исполнения обязательства.",32,417,399.7801509113051,1.04307329678435,0.59940547,0.67179793,0.6335404
61,"За неуплату налогов в крупном размере предусмотрены следующие виды наказания: штрафы, конфискация имущества и тюремное заключение. Штрафы за неуплату налогов могут варьироваться в зависимости от суммы невыплаченных налогов и может составлять до 75% от неуплаченной суммы. Конфискация имущества является еще одним возможным наказанием, которое может включать конфискацию любого имущества или активов, которые были использованы для совершения налогового преступления. Наконец, тюремное заключение является последним вариантом и может длиться от нескольких месяцев до нескольких лет в зависимости от серьезности неуплаты налогов.

Таким образом, важно соблюдать налоговые законы и платить все облагаемые налогом суммы вовремя, чтобы избежать этих потенциальных наказаний. Если вы испытываете финансовые трудности или имеете какие-либо вопросы о вашей налоговой ответственности, лучше всего обратиться за помощью к налоговому эксперту или проконсультироваться с государственными учреждениями по сбору налогов.","За неуплату налогов в крупном размере предусмотрены административные штрафы, начисление пени, а при особо крупных суммах — возможность привлечения к уголовной ответственности.",39,257,252.79383247112852,1.0166387268540336,0.63671404,0.7584558,0.6922734
62,"Налоговые вычеты по международным соглашениям включают доход от продажи товаров, работ или услуг в соответствии с договорами о совместном предприятии. Например, согласно российско-казахстанскому Договору о совместной эксплуатации нефтегазовых месторождений № 1 от 14 января 2000 года, доходы из реализации товаров, работ и услуг в соответствии с условиями договора освобождаются от налогообложения. Аналогичным образом, согласно российско-казахстанскому Договору о совместной эксплуатации нефтегазовых месторождений № 2 от 14 января 2000 года, доходы из реализации товаров, работ и услуг в соответствии с условиями договора освобождаются от налогообложения. Согласно российско-казахстанскому Договору о совместной эксплуатации нефтегазовых месторождений № 3 от 14 января 2000 года, доходы из реализации товаров, работ и услуг в соответствии с условиями договора освобождаются от налогообложения. Согласно российско-казахстанскому Договору о совместной эксплуатации нефтегазовых месторождений № 4 от 14 января 2000 года, доходы из реализации товаров, работ и услуг в соответствии с условиями договора освобождаются от налогообложения. Согласно российско-казахстанскому Договору о совместной эксплуатации нефтегазовых месторождений № 5 от 14 января 2000 года, доходы из реализации товаров, работ и услуг в соответствии с условиями договора освобождаются от налогообложения. Согласно российско-казахстанскому Договору о совместной эксплуатации нефтегазовых месторождений № 6 от 14 января 2000 года, доходы из реализации товаров, работ и услуг в соответствии с условиями договора освобождаются от налогообложения. Согласно российско-казахстанскому Договору о совместной эксплуатации нефтегазовых мест","Освобождаются дивиденды, проценты и роялти, если международным договором установлены нулевые или сниженные ставки налога и предоставлены соответствующие подтверждающие документы.",43,512,493.67010254086927,1.0371298512200529,0.5277402,0.63998926,0.57846975
63,"Обязанность по исчислению налога — это обязанность юридического лица, индивидуального предпринимателя и физического лица платить налог в соответствии с законодательством Республики Казахстан. Обязанность по исчислению налога возникает у юридических лиц, индивидуальных предпринимателей и физических лиц при осуществлении деятельности. Понятие «обязанность» является одним из основных понятий в праве налогообложения и означает обязанность налогоплательщика (юридического лица, индивидуального предпринимателя или физического лица) по исчислению и уплате налога. Обязанность по исчислению налога является основой для определения права на получение налогового кредита в соответствии с законодательством Республики Казахстан. Налогоплательщики, имеющие право на налоговый кредит, должны осуществлять расчеты по ним самостоятельно и представить их в уполномоченный орган самостоятельно. Согласно статье 162 Налогового кодекса Республики Казахастан, юридические лица, индивидуальные предприниматели и физические лица обязаны платить налоги в соответствии с законодательством Республики Казахстан. Понятие «обязанность» является одним из основных понятий в праве налогообложения и означает обязанность налогоплательщика (юридического лица, индивидуального предпринимателя или физического лица) по исчислению и уплате налога. Обязанность по исчислению налога является основой для определения права на получение налогового кредита в соответствии с законодательством Республики Казахстан. Налогоплательщики, имеющие право на налоговый кредит, должны осуществлять расчеты по ним самостоятельно и представить их в уполномоченный орган самостоятельно. Согласно статье 162 Налогового кодекса Республики Казахастан, юридические лица, индивидуальные предприниматели и физические лица обязаны платить налоги в соответствии с законодательством Республики Казахстан. Понятие «обязанность» является одним из основных понятий в праве налогообложения и означаентяет обязанность налогоплательщера (ю","Обязанность по исчислению налога заключается в правильном определении суммы налога, подлежащей уплате, в соответствии с налоговой базой, ставкой и применяемыми льготами.",31,512,489.4076488697901,1.0461626441319078,0.57988274,0.67523926,0.62393874
64,"Объектом обложения налогом на имущество юридических лиц является земельный участок, недвижимое имущество и транспортное средство. Согласно статье 2 Налогового кодекса Республики Казахстан, объектами обложения по налогу на имущество являются: 

- Имущество, принадлежащее юридическому лицу (в том числе земельные участки, здания, сооружения и транспортные средства); 

- Транспортное средство; 

- Акции, паи, доли в капитале юридического лица. 

Налог на имущество уплачивается за исключением тех случаев, когда это является объектом обложения по налогу с оборота. Налоговые обязательства по налогу на имущество возникают у юридического лица независимо от места нахождения (места нахождения) и в соответствии с законодательством Республики Казахказстан. 

Кроме того, налоговая обязанность по налогу на имущество возникает у юридического лица при получении права собственности или доли в праве собственности на объекты обложения, если они не находятся в местах обслуживания, а также при передаче их в пользование. 

Налоговую обязательность по налогу на имущество возлагается на юридическое лицо, которое приобретает права собственности или доли в праве собственности на объекты налогообложения. Налоговые обязательства могут быть возложены также на физическое лицо - учредителя юридического лица при наличии условий и обстоятельств, предусмотренных законодательством Республики Казахстан. 

Налоговая обязанность по налогу на имущество возникает у юридического лица в случае приобретения права собственности или доли в праве собственности на объекты налогообложения и с момента возникновения такой обязанности юридическое лицо несет ответственность за уплату налога до момента перехода налогового обязательства к новому владельцу.","Объектом налогообложения является имущество, находящееся на балансе юридического лица, в том числе здания, сооружения и оборудование.",37,443,427.06890465691686,1.0373033371649507,0.6057203,0.76878554,0.6775803
65,"Налогоплайнер имеет право знакомиться с налоговыми документами и материалами, получать копии всех документов и материалов, требуемых к представлению в соответствии с законодательством РК, участвовать в проведении проверки на равных условиях с должностными лицами налоговых органов, а также знакомиться со счетами, ведомостями и протоколами, проводимыми при проведении проверки.","Налогоплательщик имеет право присутствовать при проверке, получать копии документов, составленных в ходе проверки, давать пояснения и обжаловать результаты проверки.",37,97,101.04696942027658,0.9599496210178818,0.7273611,0.8263203,0.77368915
66,"Непредставление налоговой отчетности в срок влечет за собой ряд правовых последствий, включая штрафы и пени. Штрафы и пени могут быть размером до 20% от суммы налогов, которые должны были быть уплачены. Кроме того, непредставление налоговой отчетности может привести к санкциям со стороны налоговых органов, таким как приостановление или аннулирование налогового удостоверения. В некоторых случаях, непредставление налоговой отчетности также может привести к уголовным обвинениям и даже тюремному заключению. Таким образом, важно представить налоговую отчетность вовремя, чтобы избежать этих правовых последствий.",Непредставление налоговой отчетности в срок влечет наложение штрафа и начисление пени за каждый день просрочки.,36,164,162.79159979708493,1.0074229886825936,0.6666713,0.760946,0.71069586
67,"Единый земельный налог – это налог, который взимается с земли и объектов на ней. Он используется в некоторых странах для обеспечения поступления дохода от земли. В отличие от традиционных методов налогообложения, которые могут различаться в зависимости от типа используемого объекта или цели его использования, единый земельный налог применяется к любой земле и объектам на ней одинаково. Этот подход направлен на упрощение процессов сбора налогов для налоговых органов, а также обеспечивает более справедливый и равноправный тип налогообложения для всех землевладельцев. Однако важно отметить, что конкретные особенности и правила применения единого земельного налога могут различаться в разных странах или регионах. Например, некоторые страны могут включать льготы или освобождения для определенных типов земли или объектов, в то время как другие могут взимать налог по более высокой ставке за землю с определенным использованием или расположением. В конечном итоге, цель единого земельного налога заключается в обеспечении справедливой и эффективной системы налогообложения для всех землевладельцев.",Единый земельный налог заменяет несколько налогов для сельскохозяйственных товаропроизводителей и упрощает расчет налоговых обязательств.,32,259,251.0516346790828,1.0316602810855129,0.6027421,0.71227556,0.65294707
68,"Реестр налоговой задолженности — это список всех налогоплайнеров, которые имеют неисполненные обязательства по уплате налогов. Он включает в себя информацию о налогоплайнерах, таких как их идентификационный номер налогоплayers (TIN), тип налога и сумму задолженности. Реестр налоговой задолженности используется правительством для отслеживания налоговых обязательств и сбора неуплаченных налогов.

Реестр налоговой задолженности содержит информацию о налогоплайнерах, которые имеют неисполненные обязательства по уплате налога. Он включает в себя идентификационный номер налогоплayers (TIN), тип налога и сумму задолженности. Реестр налоговой задолженности используется правительством для отслеживания налоговых обязательств и сбора неуплаченных налогов.

Реестр налоговой задолженности — это список всех налогоплайнеров, которые имеют неисполненные обязательства по уплате налога. Он включает в себя информацию о налогоплайнерах, таких как их идентификационный номер налогопlazers (TIN), тип налога и сумму задолженности. Реестр налоговой задолженности используется правительством для отслеживания налоговых обязательств и сбора неуплаченных налогов.

Реестр налоговой задолженности — это список всех налогоплайнеров, которые имеют неисполненные обязательства по уплате налога. Он включает в себя информацию о налогоплайнерах, такие как их идентификационный номер налогопlazers (TIN), тип налога и сумму задолженности. Реестр налоговой задолженности используется правительством для отслеживания налоговых обязательств и сбора неуплаченных налогов.

Реестр налоговой задолженности — это список всех налогоплайнеров, которые имеют неисполненные обязательства по уплате налога. Он включает в себя информацию о налогопlazers, такую как их идентификационный номер налогопlazers (TIN), тип налога и сумму задолженности. Реест","Реестр налоговой задолженности — это база данных, содержащая информацию о налогоплательщиках, имеющих просроченные налоговые обязательства.",31,512,487.6929365727119,1.0498409175209862,0.62121004,0.72286266,0.6681923
69,"Налоговая проверка встречная — это проверка, которая проводится после подачи налоговой декларации. Это проверка, которую проводит Налоговая служба США (IRS) для обеспечения того, чтобы ваша налоговая декларация была правильной и полной. Если IRS обнаружит какие-либо ошибки или неполные данные в вашей налоговой декллерации, они могут запросить дополнительную информацию или даже потребовать возврат денег. Важно быть готовым к налоговой проверке встречная и иметь все необходимые документы под рукой для подтверждения того, что ваши налоги были правильно рассчитаны.","Встречная налоговая проверка проводится в отношении контрагентов налогоплательщика для подтверждения достоверности операций, отраженных в отчетности.",31,148,144.09203536389396,1.027121309142707,0.67263746,0.7406008,0.70498496
70,"Налоговые ставки для физических лиц, которые являются налогоплайнерами, установлены в соответствии с Налоговым кодексом Республики Казахстан. Для физических лиц, являющихся налогоплайнерами, налоговая ставка для объекта недвижимости составляет 2%. Для объектов недвижимости, включая жилые дома и дачи, налоговая ставка устанавливается в размере 0,1% от их стоимости.

Налоговые ставки для физических лиц могут варьироваться в зависимости от местоположения и типа собственности. Рекомендуется проконсультироваться с налоговым специалистом или проверить официальные государственные ресурсы для получения наиболее точной и актуальной информации о налоговых ставках, связанных с недвижимостью физических лиц.",Ставки налога на имущество физических лиц устанавливаются в зависимости от кадастровой стоимости объекта недвижимости.,36,183,180.54621646506712,1.0135908887096932,0.67553854,0.7903784,0.72846025
71,"Источник дохода для целей налогообложения нерезидентов определяется как источник выплаты, а не местом расположения имущества или деятельности. Это означе, что если нерезидент получает доход от источника в другой стране, он будет считаться подлежащим налогообложению в этой стране независимо от того, где находится имущество или деятельность, связанная с этим доходом. Например, если нерезидент владеет акциями компании, зарегистрированной в стране, отличной от его страны резидентства, и получает дивиденды по этим акциям, он будет считаться подлежащим налогообложению в этой другой стране. Аналогично, если нерезидент выполняет работу для клиента из другой страны или владеет недвижимостью в другой стране, полученный доход будет считаться подлежащим налогообложением в той же стране. Важно отметить, что некоторые страны могут иметь двойное налогообложение соглашения с другими странами, которые позволяют избежать двойного налогообложения того же источника дохода в нескольких странах. Однако даже в этих случаях нерезидент все равно должен предоставить налоговые декларации и уплатить налоги за любой полученный доход в стране, где он находится в резидентстве. Существуют также различные международные соглашения о налогах, которые могут применяться для определенных типов дохода, таких как дивиденды или процентная выплата. Эти соглашения могут изменить то, как налогооблагаемый доход определяется и облагается налогом в разных странах. В целом, источник дохода для целей налогообложения нерезидентов основан на фактической географии полученного дохода, а не на местоположении имущества или деятельности, связанной с этим доходом. Это означает, что даже если нерезидент не физически находится в стране, где происходит источник дохода, он все равно будет считаться подлежащим налогообложению в этой стране для этого конкретного дохода.",Источник дохода определяется по месту возникновения дохода: доходы от казахстанских источников подлежат налогообложению в Республике Казахстан.,40,489,470.3336429470219,1.039687480011037,0.5831642,0.7204108,0.64456254
